Date,Place,IMO number,Ship Name,Callsign,MMSI,Flag,Deficiencies,Detention,Ship Risk Profile
22.11.2018,Port Kelang (Malaysia),9230268,STO CAMELLIA,D7LH,440036000,"Korea, Republic of",1,no,High Risk Ship
22.11.2018,"Kota Kinabalu, Sabah (Malaysia)",9567831,BRAVE,3WGP9,574001350,Vietnam,0,no,Standard Risk Ship
21.11.2018,Kuantan (Malaysia),9745017,MILLENNIUM 808,9V2837,563028920,Singapore,10,no,
21.11.2018,Kuantan (Malaysia),9634567,MILLENNIUM 806,9V2835,563028890,Singapore,8,no,
21.11.2018,Kuantan (Malaysia),0,MMS 008,,0,Singapore,4,no,
21.11.2018,Kuantan (Malaysia),0,MMS 009,,0,Singapore,3,no,
21.11.2018,Port Kelang (Malaysia),9205562,NORDANA SOPHIE,HSCP2,567168000,Thailand,2,no,High Risk Ship
21.11.2018,"Lahad Datu, Sabah (Malaysia)",9118264,BAO LI,3EZG4,351282000,Panama,2,no,High Risk Ship
21.11.2018,"Kuching, Sarawak (Malaysia)",9630511,DYNAMIC OCEAN 03,3WEP9,574001230,Vietnam,1,no,High Risk Ship
21.11.2018,"Tawau, Sabah (Malaysia)",9812420,OCEAN MARLIN,9V2977,563058300,Singapore,0,no,Standard Risk Ship
21.11.2018,Port Kelang (Malaysia),9440227,TAI WO,VRDE8,477036900,"Hong Kong, China",4,no,
21.11.2018,Port Kelang (Malaysia),9440227,TAI WO,VRDE8,477036900,"Hong Kong, China",0,no,High Risk Ship
21.11.2018,"Kuching, Sarawak (Malaysia)",9140449,SENNA,HSB4262,567359000,Thailand,0,no,Low Risk Ship
21.11.2018,"Labuan, Sabah (Malaysia)",9481702,ABML EVA,9HA3041,229068000,Malta,0,no,High Risk Ship
21.11.2018,Tanjung Pelepas (Malaysia),9619933,MARIE MAERSK,OWJF2,219018765,Denmark,0,no,Low Risk Ship
21.11.2018,Kuantan (Malaysia),9181039,CHENG KAI,3FXJ3,373103000,Panama,0,no,Standard Risk Ship
20.11.2018,Port Kelang (Malaysia),9457622,WAN HAI 512,9V7578,566642000,Singapore,0,no,Low Risk Ship
19.11.2018,Lumut (Malaysia),9532616,PACIFIC WINNER,VROZ2,477178800,"Hong Kong, China",2,no,
19.11.2018,"Lahad Datu, Sabah (Malaysia)",9340116,CHEM HELEN,A8MG4,636013337,Liberia,0,no,Low Risk Ship
19.11.2018,Tanjung Pelepas (Malaysia),9205081,WINSON NO. 5,3FNF7,372147000,Panama,2,no,High Risk Ship
19.11.2018,Port Kelang (Malaysia),9528275,STAR SUMATRA,T2FE3,572739000,Tuvalu,5,no,Standard Risk Ship
19.11.2018,Penang (Malaysia),9524803,PAZEH WISDOM,3FYP,355276000,Panama,5,no,
19.11.2018,Penang (Malaysia),9524803,PAZEH WISDOM,3FYP,355276000,Panama,0,no,Standard Risk Ship
18.11.2018,"Kuching, Sarawak (Malaysia)",9582582,FENG HAI 21,BYDR,413464980,China,0,no,High Risk Ship
17.11.2018,"Bintulu, Sarawak (Malaysia)",9379959,ARGENT ASTER,3ELI8,372956000,Panama,0,no,Low Risk Ship
17.11.2018,"Bintulu, Sarawak (Malaysia)",9727649,FENG HUI HAI,VRQI5,477043400,"Hong Kong, China",0,no,Low Risk Ship
16.11.2018,Port Kelang (Malaysia),9255529,SENTOSA TRADER,9HA4548,248175000,Malta,6,no,
16.11.2018,"Bintulu, Sarawak (Malaysia)",9071595,DA HAO,3EUY3,352322000,Panama,3,no,
16.11.2018,Port Kelang (Malaysia),9255529,SENTOSA TRADER,9HA4548,248175000,Malta,2,no,High Risk Ship
16.11.2018,"Tawau, Sabah (Malaysia)",9691319,JASMINE CORAL,3FST5,356028000,Panama,0,no,Low Risk Ship
16.11.2018,Penang (Malaysia),9794290,EAGLE ASIA 10,3EWJ9,374890000,Panama,0,no,Low Risk Ship
16.11.2018,Penang (Malaysia),9452816,LONGHUNG 3,3WFJ7,574003470,Vietnam,0,no,Standard Risk Ship
16.11.2018,"Kuching, Sarawak (Malaysia)",9574200,KYALAMI,D5NF4,636017895,Liberia,0,no,Low Risk Ship
16.11.2018,Port Kelang (Malaysia),9433298,BBC MARYLAND,V2EK4,305459000,Antigua and Barbuda,3,no,
15.11.2018,Kukup (Malaysia),8695227,OCEAN INDOMA,YB3384,525019134,Indonesia,4,no,High Risk Ship
15.11.2018,Lumut (Malaysia),9269233,AURILIA,9HA4012,256797000,Malta,4,no,High Risk Ship
15.11.2018,"Bintulu, Sarawak (Malaysia)",9438171,WINTER OAK,V7PO9,538005561,Marshall Islands,2,no,Low Risk Ship
15.11.2018,"Bintulu, Sarawak (Malaysia)",9478107,VEGA,T2CH5,572985210,Tuvalu,1,no,
15.11.2018,Tanjung Pelepas (Malaysia),9436484,GH SCIROCCO,V7MH3,538007408,Marshall Islands,0,no,Low Risk Ship
15.11.2018,Tanjung Pelepas (Malaysia),9403396,MP THE BROWN,A8TR4,636091851,Liberia,0,no,Standard Risk Ship
15.11.2018,"Bintulu, Sarawak (Malaysia)",9478107,VEGA,T2CH5,572985210,Tuvalu,0,no,High Risk Ship
15.11.2018,Port Kelang (Malaysia),9433298,BBC MARYLAND,V2EK4,305459000,Antigua and Barbuda,3,no,Standard Risk Ship
14.11.2018,"Kuching, Sarawak (Malaysia)",9606663,SKYHIGH SW,3FAT8,352828000,Panama,13,no,
14.11.2018,Penang (Malaysia),9159438,KHADEEJAH JAHAN,S2PC,405000134,Bangladesh,2,no,
14.11.2018,Lumut (Malaysia),9532616,PACIFIC WINNER,VROZ2,477178800,"Hong Kong, China",2,no,Low Risk Ship
14.11.2018,"Bintulu, Sarawak (Malaysia)",9289881,TIGER AUTUMN,VRNB7,477407800,"Hong Kong, China",0,no,Low Risk Ship
14.11.2018,"Bintulu, Sarawak (Malaysia)",9480502,GLORY OCEAN,XVUV,574927000,Vietnam,0,no,Standard Risk Ship
14.11.2018,"Bintulu, Sarawak (Malaysia)",9464766,VISHVA PRERNA,AVHO,419000174,India,0,no,High Risk Ship
14.11.2018,Penang (Malaysia),9524786,OCEAN EAGLE,9V3344,566314000,Singapore,0,no,Low Risk Ship
14.11.2018,Port Kelang (Malaysia),9306287,EMIRATES DANA,A8KY7,636016856,Liberia,0,no,Standard Risk Ship
13.11.2018,"Bintulu, Sarawak (Malaysia)",8603248,WISDOM,HSB5241,567065200,Thailand,5,no,Standard Risk Ship
13.11.2018,"Kuching, Sarawak (Malaysia)",9307865,TRANSCO GLORY,3WUH9,574002780,Vietnam,2,no,Standard Risk Ship
13.11.2018,"Pasir Gudang, Johor (Malaysia)",9081045,RM 1,HSB5628,567001970,Thailand,2,no,High Risk Ship
13.11.2018,"Bintulu, Sarawak (Malaysia)",9204805,EVERRICH 5,3FLY5,356746000,Panama,0,no,High Risk Ship
13.11.2018,"Pasir Gudang, Johor (Malaysia)",8902333,AEGEAN PARADISE,3EQQ5,374274000,Panama,0,no,Low Risk Ship
13.11.2018,Penang (Malaysia),9786968,EVER BASIS,BKLG,416032000,"Taiwan, Province of China",0,no,Standard Risk Ship
13.11.2018,Penang (Malaysia),9422859,OCEAN HAWK,9VCE4,565573000,Singapore,0,no,Low Risk Ship
13.11.2018,Port Kelang (Malaysia),9419230,GMB ALCMENE,A8QU2,636091644,Liberia,2,no,Standard Risk Ship
13.11.2018,Port Kelang (Malaysia),9419230,GMB ALCMENE,A8QU2,636091644,Liberia,8,no,
12.11.2018,"Tawau, Sabah (Malaysia)",9466441,QUANG MINH 9,3WRR,574497000,Vietnam,3,no,Standard Risk Ship
12.11.2018,"Lahad Datu, Sabah (Malaysia)",8806254,ASIA CEMENT NO. 3,BLBM,416124000,"Taiwan, Province of China",0,no,Standard Risk Ship
12.11.2018,Penang (Malaysia),9545637,CHANG LONG,3FXW2,357007000,Panama,0,no,Standard Risk Ship
11.11.2018,Muar (Malaysia),8998241,MULIA KENCANA 99,YB3399,525015300,Indonesia,3,no,Standard Risk Ship
09.11.2018,Port Kelang (Malaysia),8605129,HARIN TRANSPORT 1,HSB4637,567447000,Thailand,6,no,High Risk Ship
09.11.2018,Port Kelang (Malaysia),9345908,MTM SHANGHAI,9V9600,566240000,Singapore,0,no,Low Risk Ship
09.11.2018,Port Kelang (Malaysia),9084267,RISING,D6A2044,620044000,Comoros,0,no,High Risk Ship
09.11.2018,"Pasir Gudang, Johor (Malaysia)",8892447,ASIA STAR,HPXB,355573000,Panama,9,no,
08.11.2018,"Pasir Gudang, Johor (Malaysia)",9087166,GOLDEN IMAGE,9V3991,563561000,Singapore,3,no,High Risk Ship
08.11.2018,Port Kelang (Malaysia),9492945,SC DONGHAI,VRNH6,477390600,"Hong Kong, China",2,no,Low Risk Ship
08.11.2018,"Kota Kinabalu, Sabah (Malaysia)",9572147,GREAT TRUST DRAGON 1,3WEM,574001090,Vietnam,3,no,High Risk Ship
08.11.2018,"Kota Kinabalu, Sabah (Malaysia)",9406037,SEASTAR TITAN,ZDQS6,236709000,Gibraltar (GB),0,no,Standard Risk Ship
08.11.2018,"Labuan, Sabah (Malaysia)",9545730,AN TRUNG 168,XVPZ,574413000,Vietnam,3,no,
08.11.2018,Kukup (Malaysia),0,OCEAN INDOMA 2,YB3348,525003546,Indonesia,7,no,
08.11.2018,Penang (Malaysia),8674168,GT 789,9LU2191,667001388,Sierra Leone,17,no,
07.11.2018,"Pasir Gudang, Johor (Malaysia)",8531299,OCEANNA 13,YB3703,525003629,Indonesia,4,no,Standard Risk Ship
07.11.2018,Port Kelang (Malaysia),9257723,PETROLIMEX 16,3WZP,574252000,Vietnam,0,no,High Risk Ship
06.11.2018,"Kuching, Sarawak (Malaysia)",9119153,TAI SHAN,3FOI3,357527000,Panama,0,no,High Risk Ship
05.11.2018,Tanjung Pelepas (Malaysia),9205093,GRACE STAR,HSB5766,567532000,Thailand,0,no,Low Risk Ship
05.11.2018,Port Kelang (Malaysia),9620437,PHU AN 289,3WDD9,574000940,Vietnam,3,no,High Risk Ship
05.11.2018,Port Kelang (Malaysia),9235969,ASIA ENERGY,VRNE5,477845900,"Hong Kong, China",2,no,Standard Risk Ship
05.11.2018,Tanjung Pelepas (Malaysia),8524650,PUTRI ANGGRENI 05,YB3345,525100864,Indonesia,3,no,Standard Risk Ship
05.11.2018,Kuantan (Malaysia),0,SAN HANG BO 401,,0,Panama,0,no,
05.11.2018,Kuantan (Malaysia),0,SAN HANG BO 209,,0,Panama,4,no,
05.11.2018,"Kuching, Sarawak (Malaysia)",9434670,RHAEO RAPID,3EOU4,372700000,Panama,0,no,High Risk Ship
04.11.2018,"Pasir Gudang, Johor (Malaysia)",0,GEMBIRA 3,YB3252,525003569,Indonesia,5,no,High Risk Ship
04.11.2018,Kerteh (Malaysia),0,YTC 34,,0,Singapore,5,no,
03.11.2018,"Tawau, Sabah (Malaysia)",9664940,HAI HA 388,3WJO9,574001810,Vietnam,0,no,Standard Risk Ship
03.11.2018,"Lahad Datu, Sabah (Malaysia)",9773997,MAREX SARA,9V3638,566763000,Singapore,0,no,Low Risk Ship
02.11.2018,"Kuching, Sarawak (Malaysia)",9304514,POSITIVE PIONEER,H3YB,352824000,Panama,0,no,Standard Risk Ship
02.11.2018,"Kuching, Sarawak (Malaysia)",9650547,GRANDSOAR,VRKR7,477978900,"Hong Kong, China",2,no,
01.11.2018,"Pasir Gudang, Johor (Malaysia)",8531304,OCEAN DRAGON 1,YB3767,525100541,Indonesia,3,no,Standard Risk Ship
01.11.2018,Kuantan (Malaysia),0,TAKA 2,E6QP2,542450110,Niue,3,no,
01.11.2018,Penang (Malaysia),9632753,KOTA MAKMUR,VRRC2,477121100,"Hong Kong, China",2,no,
31.10.2018,Port Kelang (Malaysia),9279630,SILVER QUEEN,3FDY6,372424000,Panama,0,no,Standard Risk Ship
31.10.2018,Port Kelang (Malaysia),9725859,TIGER HARMONY,VRPN2,477348100,"Hong Kong, China",0,no,Low Risk Ship
31.10.2018,Port Kelang (Malaysia),9238167,WAN HAI 302,9VDB8,564440000,Singapore,0,no,Low Risk Ship
30.10.2018,Muar (Malaysia),0,MUTIARA MAS 3,YB3547,525024301,Indonesia,4,no,High Risk Ship
30.10.2018,Muar (Malaysia),8688860,BATAVIA,YB3404,525005395,Indonesia,3,no,High Risk Ship
30.10.2018,Kerteh (Malaysia),0,YTC 36,,0,Singapore,4,no,
30.10.2018,"Pasir Gudang, Johor (Malaysia)",8892447,ASIA STAR,HPXB,355573000,Panama,9,no,High Risk Ship
30.10.2018,Kerteh (Malaysia),0,YTC III,,0,Belize,7,no,
30.10.2018,"Kuching, Sarawak (Malaysia)",9175535,SC TAIPEI,VRJM4,477108300,"Hong Kong, China",2,no,
30.10.2018,Penang (Malaysia),9235593,KMTC QINGDAO,DSQT9,441702000,"Korea, Republic of",1,no,High Risk Ship
30.10.2018,Port Kelang (Malaysia),9140061,IAL 001,VRHW6,477387600,"Hong Kong, China",0,no,Low Risk Ship
30.10.2018,"Kuching, Sarawak (Malaysia)",9175535,SC TAIPEI,VRJM4,477108300,"Hong Kong, China",0,no,Standard Risk Ship
30.10.2018,Tanjung Pelepas (Malaysia),9118393,ENERGY STAR,HSB4811,567485000,Thailand,0,no,Low Risk Ship
30.10.2018,Tanjung Pelepas (Malaysia),9183374,FORTUNE STAR,HSB4737,567469000,Thailand,0,no,Low Risk Ship
30.10.2018,Kerteh (Malaysia),0,YTC 33,,0,Singapore,6,no,
30.10.2018,"Lahad Datu, Sabah (Malaysia)",9162318,RI HONG,3FJM7,351222000,Panama,1,no,
29.10.2018,"Lahad Datu, Sabah (Malaysia)",9162318,RI HONG,3FJM7,351222000,Panama,1,no,Standard Risk Ship
29.10.2018,Kerteh (Malaysia),0,YTC TUG II,,457232000,Mongolia,22,yes,High Risk Ship
29.10.2018,Kerteh (Malaysia),0,YTC 38,,0,Belize,10,no,
29.10.2018,"Pasir Gudang, Johor (Malaysia)",9701413,ALASKA DOLPHIN,YDA3679,525024298,Indonesia,6,no,High Risk Ship
29.10.2018,"Pasir Gudang, Johor (Malaysia)",9737412,FRASER DOLPHIN,YDA3701,525010318,Indonesia,6,no,Standard Risk Ship
29.10.2018,"Pasir Gudang, Johor (Malaysia)",0,GARUDA PERKASA,YDA3148,525020112,Indonesia,3,no,
29.10.2018,"Pasir Gudang, Johor (Malaysia)",0,JUMEIRAH BAY 2307,,0,Indonesia,0,no,
29.10.2018,"Pasir Gudang, Johor (Malaysia)",0,GOLDEN BAY 2501,,0,Indonesia,0,no,
29.10.2018,Kuantan (Malaysia),9263095,BUM SHIN,V7RD7,538003484,Marshall Islands,0,no,Low Risk Ship
29.10.2018,"Pasir Gudang, Johor (Malaysia)",0,KHB2401,,0,Singapore,0,no,
29.10.2018,Kerteh (Malaysia),0,YTC 54,,0,Mongolia,0,no,
29.10.2018,"Kuching, Sarawak (Malaysia)",9553086,OCEANIA QUEEN,3FGD2,373564000,Panama,0,no,Low Risk Ship
29.10.2018,Kerteh (Malaysia),0,YTC 22,9V3981,0,Singapore,2,no,
28.10.2018,"Pasir Gudang, Johor (Malaysia)",9247792,AFRA OAK,D5DU9,636015976,Liberia,0,no,Standard Risk Ship
28.10.2018,"Pasir Gudang, Johor (Malaysia)",9374571,OLIVIA,A8LG7,636018729,Liberia,0,no,Low Risk Ship
26.10.2018,Malacca (Malaysia),9734135,CP 798,JVLH5,457037000,Mongolia,19,no,Standard Risk Ship
26.10.2018,Malacca (Malaysia),0,OCEANLINE 82,,457360000,Mongolia,1,no,
26.10.2018,Malacca (Malaysia),9807645,TERATAI 6777,JVYJ6,457720000,Mongolia,19,no,High Risk Ship
26.10.2018,"Lahad Datu, Sabah (Malaysia)",9112832,ASIA CEMENT NO. 6,BLEZ,416252000,"Taiwan, Province of China",0,no,Standard Risk Ship
25.10.2018,"Kuching, Sarawak (Malaysia)",9699373,NAUTICAL MARIE,D5JH5,636017101,Liberia,11,no,
25.10.2018,"Kuching, Sarawak (Malaysia)",9359569,GAS SHURIKEN,V7QG7,538003359,Marshall Islands,0,no,Standard Risk Ship
25.10.2018,"Kuching, Sarawak (Malaysia)",9699373,NAUTICAL MARIE,D5JH5,636017101,Liberia,0,no,High Risk Ship
24.10.2018,Malacca (Malaysia),0,MEISUN H10,,0,Belize,1,no,Standard Risk Ship
24.10.2018,"Kuching, Sarawak (Malaysia)",9668520,BOURBON GANNET,5BZB3,210759000,Cyprus,0,no,Low Risk Ship
24.10.2018,Malacca (Malaysia),8529090,WEIYANG 016,T8A2935,511810000,Palau,20,no,Standard Risk Ship
23.10.2018,Malacca (Malaysia),0,OCEANLEC 182,,0,Mongolia,2,no,
23.10.2018,Malacca (Malaysia),0,OCEANLINE 85,JVRN4,0,Mongolia,1,no,
23.10.2018,"Bintulu, Sarawak (Malaysia)",9352145,BERNORA,C6WS9,311016000,Bahamas,0,no,High Risk Ship
23.10.2018,"Bintulu, Sarawak (Malaysia)",9202479,NEAPOLIS,D5GE6,636016438,Liberia,0,no,Standard Risk Ship
23.10.2018,"Sandakan, Sabah (Malaysia)",9278703,BUM YOUNG,V7RD8,538003485,Marshall Islands,0,no,Low Risk Ship
23.10.2018,Kukup (Malaysia),0,OCEAN INDOMA 2,YB3348,525003546,Indonesia,8,no,High Risk Ship
23.10.2018,"Kuching, Sarawak (Malaysia)",9629471,DYNAMIC OCEAN 02,3WEB9,574001170,Vietnam,1,no,High Risk Ship
23.10.2018,Port Kelang (Malaysia),9471604,SC BEIHAI,VRFL2,477542500,"Hong Kong, China",0,no,Standard Risk Ship
22.10.2018,"Bintulu, Sarawak (Malaysia)",9758882,OCEAN JORF,3FNN,374551000,Panama,0,no,Standard Risk Ship
22.10.2018,"Lahad Datu, Sabah (Malaysia)",9458834,UACC RIYADH,V7FR7,538005650,Marshall Islands,0,no,Low Risk Ship
22.10.2018,Port Kelang (Malaysia),9174244,PACIFIC 68,3FIR8,353996000,Panama,3,no,High Risk Ship
22.10.2018,"Kota Kinabalu, Sabah (Malaysia)",9191046,VTC OCEAN,3WYY,574432000,Vietnam,0,no,High Risk Ship
22.10.2018,Penang (Malaysia),9784116,EVER BRACE,3FQL7,357413000,Panama,0,no,Low Risk Ship
22.10.2018,Penang (Malaysia),9736509,EAGLE ASIA 08,9V3042,565307000,Singapore,0,no,Low Risk Ship
22.10.2018,"Lahad Datu, Sabah (Malaysia)",9596272,MERIDIAN EXPRESS,3FQH2,356537000,Panama,0,no,Low Risk Ship
20.10.2018,"Bintulu, Sarawak (Malaysia)",9705146,SBI LEO,V7IV6,538006001,Marshall Islands,6,no,
20.10.2018,"Bintulu, Sarawak (Malaysia)",9705146,SBI LEO,V7IV6,538006001,Marshall Islands,5,no,Low Risk Ship
20.10.2018,"Bintulu, Sarawak (Malaysia)",9608568,STAR 62,3WJN9,574001800,Vietnam,1,no,Standard Risk Ship
20.10.2018,"Bintulu, Sarawak (Malaysia)",9290206,HONOR PESCADORES,HPOQ,351324000,Panama,0,no,Low Risk Ship
20.10.2018,"Bintulu, Sarawak (Malaysia)",9400916,LOWLANDS BRABO,3EZP6,354565000,Panama,0,no,Low Risk Ship
19.10.2018,"Bintulu, Sarawak (Malaysia)",9308754,MEGHNA PRIDE,S2AL7,405000245,Bangladesh,0,no,High Risk Ship
19.10.2018,"Kuching, Sarawak (Malaysia)",9135092,KOTA HARTA,9VNI,563904000,Singapore,0,no,Low Risk Ship
19.10.2018,Penang (Malaysia),9248681,WAN HAI 311,S6AS5,563485000,Singapore,0,no,High Risk Ship
19.10.2018,Penang (Malaysia),9248681,WAN HAI 311,S6AS5,563485000,Singapore,3,no,
19.10.2018,Port Kelang (Malaysia),9711482,EPIC SICILY,9V2831,565859000,Singapore,3,no,Low Risk Ship
19.10.2018,Port Kelang (Malaysia),8915304,MY THINH,3WHR,574311000,Vietnam,3,no,High Risk Ship
19.10.2018,"Lahad Datu, Sabah (Malaysia)",8317344,SHINE HO,HPOZ,351548000,Panama,0,no,Standard Risk Ship
18.10.2018,"Bintulu, Sarawak (Malaysia)",9185853,RAINBOW ISLAND 77,VRQW2,477057800,"Hong Kong, China",0,no,Low Risk Ship
18.10.2018,"Bintulu, Sarawak (Malaysia)",9567491,ZHE HAI 2,VRLR3,477222800,"Hong Kong, China",0,no,Low Risk Ship
18.10.2018,Kuantan (Malaysia),9379234,SIGAS INGRID,VRCQ6,477658800,"Hong Kong, China",0,no,Low Risk Ship
18.10.2018,Kerteh (Malaysia),0,YTC TUG 14,V3PS8,0,Belize,3,no,
18.10.2018,Penang (Malaysia),9557745,OCEAN GULL,9V3320,566302000,Singapore,0,no,Low Risk Ship
18.10.2018,Lumut (Malaysia),9498846,CORNELIE OLDENDORFF,A8YF9,636092744,Liberia,0,no,Standard Risk Ship
18.10.2018,"Labuan, Sabah (Malaysia)",9545730,AN TRUNG 168,XVPZ,574413000,Vietnam,5,no,Standard Risk Ship
17.10.2018,Penang (Malaysia),9682461,VELA,VRNP4,477698300,"Hong Kong, China",0,no,Low Risk Ship
17.10.2018,"Pasir Gudang, Johor (Malaysia)",9854571,MDM EXPRESS,YD3803,525200061,Indonesia,6,no,Standard Risk Ship
17.10.2018,"Pasir Gudang, Johor (Malaysia)",9251729,YOBYO NO. 203,V3ZQ2,312290000,Belize,3,no,Standard Risk Ship
17.10.2018,Penang (Malaysia),9163130,HUI FENG 7,V3PA4,312321000,Belize,0,no,Standard Risk Ship
17.10.2018,Penang (Malaysia),9163130,HUI FENG 7,V3PA4,312321000,Belize,1,no,
17.10.2018,"Lahad Datu, Sabah (Malaysia)",9276949,SEA TIMBER,HSB4766,567478000,Thailand,0,no,Standard Risk Ship
17.10.2018,Lumut (Malaysia),9466881,ORCHARD QUAY,9V5752,563039600,Singapore,1,no,Low Risk Ship
17.10.2018,"Kuching, Sarawak (Malaysia)",9573268,DYNAMIC OCEAN 09,3WAZ9,574000730,Vietnam,3,no,Standard Risk Ship
17.10.2018,"Pasir Gudang, Johor (Malaysia)",0,KAKURYU,,0,Argentina,1,no,
17.10.2018,"Pasir Gudang, Johor (Malaysia)",0,MARINA SYAHPUTRA 1,YB3262,525023034,Indonesia,15,no,
17.10.2018,"Pasir Gudang, Johor (Malaysia)",0,B 218,,0,Kiribati,2,no,
17.10.2018,"Pasir Gudang, Johor (Malaysia)",0,B 018,,0,Kiribati,1,no,
16.10.2018,Penang (Malaysia),8705278,THE TAIPAN,C6AV7,311000166,Bahamas,1,no,Low Risk Ship
16.10.2018,"Bintulu, Sarawak (Malaysia)",9449443,RIO DAYTONA,V7TL8,538003828,Marshall Islands,1,no,
16.10.2018,Port Kelang (Malaysia),9279525,IKAN BILIS,9V7556,566719000,Singapore,2,no,High Risk Ship
16.10.2018,"Kota Kinabalu, Sabah (Malaysia)",9397248,BALTIC FOX,V7BW3,538005209,Marshall Islands,0,no,Standard Risk Ship
16.10.2018,Penang (Malaysia),9405485,MAEMI SPIRIT,3EOB6,354727000,Panama,0,no,High Risk Ship
16.10.2018,Kukup (Malaysia),0,MARINA BARU 5,YB3392,525023061,Indonesia,1,no,
15.10.2018,Penang (Malaysia),9634658,SANTA LOUKIA,9HA3780,229993000,Malta,0,no,Standard Risk Ship
15.10.2018,"Labuan, Sabah (Malaysia)",9200407,UNIVERSE RELIANCE,3FCH8,374449000,Panama,3,no,High Risk Ship
15.10.2018,"Kota Kinabalu, Sabah (Malaysia)",9488700,CAPRIOLE,9VCH9,565926000,Singapore,0,no,Low Risk Ship
15.10.2018,Port Kelang (Malaysia),9501069,LINTAS BARITO,PMHK,525010154,Indonesia,25,no,
14.10.2018,"Pasir Gudang, Johor (Malaysia)",9864370,CITRA LEGACY 3,YB3813,525200367,Indonesia,1,no,Standard Risk Ship
14.10.2018,"Bintulu, Sarawak (Malaysia)",9449443,RIO DAYTONA,V7TL8,538003828,Marshall Islands,1,no,Low Risk Ship
14.10.2018,"Bintulu, Sarawak (Malaysia)",9645798,STI VILLE,V7BD4,538005120,Marshall Islands,0,no,Low Risk Ship
14.10.2018,"Bintulu, Sarawak (Malaysia)",9715995,SOUTHERN NARWHAL,3FKW2,374146000,Panama,0,no,Low Risk Ship
13.10.2018,"Bintulu, Sarawak (Malaysia)",9363845,STANLEY PARK,2AOT5,235061675,United Kingdom,2,no,Low Risk Ship
13.10.2018,"Bintulu, Sarawak (Malaysia)",9718571,KIRAN CARIBBEAN,9HA3820,256106000,Malta,0,no,High Risk Ship
13.10.2018,"Bintulu, Sarawak (Malaysia)",9223992,FERMITA,LACV6,257398000,Norway,0,no,High Risk Ship
13.10.2018,"Bintulu, Sarawak (Malaysia)",9718571,KIRAN CARIBBEAN,9HA3820,256106000,Malta,2,no,
13.10.2018,"Bintulu, Sarawak (Malaysia)",9223992,FERMITA,LACV6,257398000,Norway,3,no,
13.10.2018,"Bintulu, Sarawak (Malaysia)",9114983,AMA,HSB4689,567061800,Thailand,0,no,Standard Risk Ship
13.10.2018,Port Kelang (Malaysia),9498470,AAL DALIAN,D5OJ9,636018145,Liberia,3,no,Low Risk Ship
12.10.2018,"Bintulu, Sarawak (Malaysia)",9336464,DVINA GULF,V3MY4,312442000,Belize,4,no,Standard Risk Ship
12.10.2018,"Kuching, Sarawak (Malaysia)",9411288,ARWEN,9VCE3,565427000,Singapore,0,no,Low Risk Ship
12.10.2018,Penang (Malaysia),9289867,XIE RONG 12,BKMA,416029000,"Taiwan, Province of China",0,no,Standard Risk Ship
12.10.2018,Penang (Malaysia),9275373,BELLATRIX I,D5JS7,636017191,Liberia,3,no,Standard Risk Ship
12.10.2018,Penang (Malaysia),9626558,KESTREL,D5BA2,636015480,Liberia,0,no,High Risk Ship
12.10.2018,"Kuching, Sarawak (Malaysia)",9610834,THAI BINH 039,3WHK9,574001730,Vietnam,2,no,Standard Risk Ship
12.10.2018,"Kuching, Sarawak (Malaysia)",9425370,SOLITAIRE,9VCE2,565610000,Singapore,0,no,Low Risk Ship
11.10.2018,Port Kelang (Malaysia),9656412,SAKIZAYA BRAVE,3FIE7,351170000,Panama,0,no,Standard Risk Ship
11.10.2018,Port Kelang (Malaysia),9656412,SAKIZAYA BRAVE,3FIE7,351170000,Panama,7,no,
11.10.2018,Port Kelang (Malaysia),9399868,ORIENTAL DIAMOND,3EPZ8,354329000,Panama,0,no,Low Risk Ship
11.10.2018,Port Kelang (Malaysia),9501069,LINTAS BARITO,PMHK,525010154,Indonesia,25,yes,Standard Risk Ship
11.10.2018,Lumut (Malaysia),9088419,JUTHA PATTHAMA,HSB3933,567355000,Thailand,3,no,High Risk Ship
11.10.2018,Kemaman (Malaysia),8682488,XING LONG 667,9LU2238,667001435,Sierra Leone,2,no,
11.10.2018,"Pasir Gudang, Johor (Malaysia)",8859225,CAROL,JVAX6,457245000,Mongolia,0,no,Standard Risk Ship
11.10.2018,"Lahad Datu, Sabah (Malaysia)",9827059,NORD VALOROUS,D5RG5,636018760,Liberia,0,no,Standard Risk Ship
10.10.2018,Kuala Terengganu (Malaysia),0,CIPTA JASA,YD2007,0,Indonesia,9,no,
10.10.2018,"Kota Kinabalu, Sabah (Malaysia)",9054846,PHUONG DONG 06,3WQH,574474000,Vietnam,2,no,High Risk Ship
10.10.2018,"Bintulu, Sarawak (Malaysia)",9146895,VTC SUN,3WRF,574006000,Vietnam,0,no,High Risk Ship
10.10.2018,"Bintulu, Sarawak (Malaysia)",9168257,PV OIL VENUS,XVIE,574939000,Vietnam,0,no,Standard Risk Ship
09.10.2018,"Lahad Datu, Sabah (Malaysia)",9163142,HUI FENG 9,V3PV2,312464000,Belize,0,no,Standard Risk Ship
09.10.2018,Penang (Malaysia),9443059,EXPRESS BLACK SEA,9HA2713,215381000,Malta,0,no,Low Risk Ship
09.10.2018,"Bintulu, Sarawak (Malaysia)",9599626,AMP PRINCESS,VRHZ3,477866500,"Hong Kong, China",0,no,Low Risk Ship
